Filename,lemma_ttr,lemma_mattr,lexical_density_tokens,lexical_density_types,syn_overlap_sent_noun,syn_overlap_sent_verb,syn_overlap_para_noun,syn_overlap_para_verb,sdi_noun,sdi_verb
0A1B8662B5AC.txt,0.29876977152899825,0.7328461538461527,0.4446397188049209,0.6823529411764706,0.6538461538461539,0.9230769230769231,2.75,4.0,0.5008818342151675,0.29386281588447655
0A6313BC210C.txt,0.38529411764705884,0.6936082474226803,0.5352941176470588,0.7022900763358778,2.375,1.75,11.5,16.5,0.4103139013452915,0.4121756487025948
0A159A97697C.txt,0.36363636363636365,0.7122362869198323,0.5384615384615384,0.6346153846153846,1.1578947368421053,0.8947368421052632,6.0,8.2,0.4212121212121212,0.29310344827586204
0A7DEB4B5011.txt,0.35732647814910024,0.7828823529411774,0.46786632390745503,0.6187050359712231,0.8,1.3333333333333333,9.75,9.25,0.4866412213740458,0.24907063197026022
0A1482CD6163.txt,0.3015463917525773,0.7279646017699106,0.44329896907216493,0.6581196581196581,1.1764705882352942,1.8823529411764706,8.0,19.0,0.46335697399527187,0.3391224862888483
0A5637A785BA.txt,0.2979591836734694,0.6999546485260781,0.5469387755102041,0.6917808219178082,3.896551724137931,1.103448275862069,32.75,25.5,0.3124042879019908,0.3367588932806324
0A4CDC286F8C.txt,0.42081447963800905,0.7130232558139539,0.5067873303167421,0.6666666666666666,0.4,0.5333333333333333,3.25,5.25,0.6255144032921811,0.42155525238744884
0A8B8F282E45.txt,0.28728070175438597,0.6764127764127764,0.4692982456140351,0.6641221374045801,1.3529411764705883,2.8823529411764706,6.833333333333333,11.166666666666666,0.43186582809224316,0.2358053302433372
0A082DA0A890.txt,0.340625,0.7298892988929894,0.55625,0.7431192660550459,2.125,1.9375,13.75,17.75,0.4492753623188406,0.2343065693430657
0A80A992E9AA.txt,0.19973718791064388,0.721264044943821,0.49540078843626806,0.6842105263157895,3.4285714285714284,1.8214285714285714,47.0,26.5,0.29304446978335236,0.27824267782426776
